Symbol,industry
INDOCO.NS,Drug Manufacturers—Specialty & Generic
ZODIACLOTH.NS,Apparel Manufacturing
LCCINFOTEC.NS,Education & Training Services
GANDHITUBE.NS,Metal Fabrication
DANGEE.NS,Restaurants
GANGESSECU.NS,Packaged Foods
LPDC.NS,Real Estate Services
SMLT.NS,Metal Fabrication
SWARAJENG.NS,Auto Parts
UNITEDPOLY.NS,Textile Manufacturing
DHANUKA.NS,Agricultural Inputs
MAHAPEXLTD.NS,Credit Services
NBIFIN.NS,Capital Markets
DIVOPPBEES.NS,
DELTAMAGNT.NS,Specialty Industrial Machinery
INDIANCARD.NS,Textile Manufacturing
BALAXI.NS,Health Care Equipment & Services
EIFFL.NS,Packaged Foods
DALMIASUG.NS,Confectioners
MGEL.NS,Farm Products
BANARBEADS.NS,Footwear & Accessories
AGROPHOS.NS,Agricultural Inputs
JISLDVREQS.NS,Farm & Heavy Construction Machinery
KAYA.NS,Household & Personal Products
SUNDRMBRAK.NS,Auto Parts
ICEMAKE.NS,Specialty Industrial Machinery
SHIVALIK.NS,
BBTCL.NS,Packaging & Containers
WORTH.NS,Packaging & Containers
SHREYAS.NS,Marine Shipping
TIPSFILMS.NS,Entertainment
NAGREEKEXP.NS,Textile Manufacturing
APCL.NS,Building Materials
REPL.NS,Consulting Services
CENTENKA.NS,Textile Manufacturing
NGLFINE.NS,Drug Manufacturers—General
ACEINTEG.NS,Staffing & Employment Services
ELGIRUBCO.NS,Auto Parts
KANPRPLA.NS,Packaging & Containers
QGOLDHALF.NS,
MOHITIND.NS,Textile Manufacturing
TREJHARA.NS,Software—Application
TTL.NS,Textile Manufacturing
LFIC.NS,Asset Management
MARALOVER.NS,Textile Manufacturing
HIRECT.NS,Electrical Equipment & Parts
WENDT.NS,Tools & Accessories
ORIENTLTD.NS,Packaging & Containers
INDOTHAI.NS,Capital Markets
UMESLTD.NS,Education & Training Services
NGIL.NS,Packaged Foods
AVONMORE.NS,
UNITEDTEA.NS,Farm Products
URAVI.NS,
KOTAKNV20.NS,
MOGSEC.NS,
SILGO.NS,Luxury Goods
HISARMETAL.NS,Steel
RVHL.NS,Real Estate—Development
HEADSUP.NS,Apparel Retail
BSL.NS,Textile Manufacturing
MANORG.NS,Specialty Chemicals
DJML.NS,Specialty Business Services
IVP.NS,Specialty Chemicals
KHANDSE.NS,Capital Markets
BHAGCHEM.NS,Agricultural Inputs
AARVEEDEN.NS,Textile Manufacturing
TIMESGTY.NS,Asset Management
SILLYMONKS.NS,Entertainment
LICNETFGSC.NS,
PANACHE.NS,Communication Equipment
MCL.NS,Copper
KSHITIJPOL.NS,
KUANTUM.NS,Paper & Paper Products
MRO-TEK.NS,Communication Equipment
YUKEN.NS,Specialty Industrial Machinery
UNIINFO.NS,Telecom Services
SILVERTUC.NS,Information Technology Services
LAGNAM.NS,Textile Manufacturing
KERNEX.NS,Software—Application
EIMCOELECO.NS,Farm & Heavy Construction Machinery
NIBL.NS,Tools & Accessories
SUPREMEENG.NS,Steel
SILINV.NS,Asset Management
SAHYADRI.NS,
KALYANIFRG.NS,Auto Parts
ABAN.NS,Oil & Gas Drilling
TNTELE.NS,Communication Equipment
UTISENSETF.NS,
KRISHANA.NS,Agricultural Inputs
DTIL.NS,Packaged Foods
CEREBRAINT.NS,Computer Hardware
VARDMNPOLY.NS,Textile Manufacturing
ROML.NS,
TARAPUR.NS,Specialty Industrial Machinery
SECMARK.NS,Consulting Services
MADHAV.NS,Building Products & Equipment
DGCONTENT.NS,Internet Content & Information
KAPSTON.NS,Specialty Business Services
MANUGRAPH.NS,Specialty Industrial Machinery
RAJRILTD.NS,Textile Manufacturing
KHADIM.NS,Footwear & Accessories
NPBET.NS,
UTISXN50.NS,
BIL.NS,Footwear & Accessories
TGBHOTELS.NS,Lodging
TFL.NS,Mortgage Finance
INDSWFTLTD.NS,Drug Manufacturers—Specialty & Generic
CUPID.NS,Household & Personal Products
EMKAY.NS,Capital Markets
GRPLTD.NS,Auto Parts
HPIL.NS,Specialty Chemicals
FSC.NS,Integrated Freight & Logistics
GULFPETRO.NS,Oil & Gas Refining & Marketing
HARRMALAYA.NS,Farm Products
LYKALABS.NS,Biotechnology
TOKYOPLAST.NS,Packaging & Containers
ASHOKAMET.NS,
KEEPLEARN.NS,Education & Training Services
EUROTEXIND.NS,Textile Manufacturing
ABSLNN50ET.NS,
INFOMEDIA.NS,Shell Companies
OMKARCHEM.NS,Specialty Chemicals
JYOTISTRUC.NS,Specialty Industrial Machinery
BAFNAPH.NS,Drug Manufacturers—Specialty & Generic
ONELIFECAP.NS,Capital Markets
SOFTTECH.NS,Software—Application
SHREYANIND.NS,Paper & Paper Products
SIGIND.NS,Specialty Chemicals
MADHUCON.NS,Engineering & Construction
SVLL.NS,
ADROITINFO.NS,Information Technology Services
RANEENGINE.NS,Auto Parts
REGENCERAM.NS,Building Products & Equipment
FLFL.NS,Apparel Manufacturing
BURNPUR.NS,Building Materials
ANIKINDS.NS,Food Distribution
SAMBHAAV.NS,Publishing
SANCO.NS,Electrical Equipment & Parts
SAGARDEEP.NS,Copper
INSPIRISYS.NS,Information Technology Services
TOUCHWOOD.NS,Advertising Agencies
ARCHIDPLY.NS,Lumber & Wood Production
MODIRUBBER.NS,Real Estate Services
AMDIND.NS,Packaging & Containers
TREEHOUSE.NS,Education & Training Services
MTEDUCARE.NS,Education & Training Services
LICNFNHGP.NS,
MOM50.NS,
FELDVR.NS,Department Stores
TIL.NS,Farm & Heavy Construction Machinery
GOLDENTOBC.NS,Tobacco
TVVISION.NS,Broadcasting
DBSTOCKBRO.NS,Capital Markets
KARMAENG.NS,Utilities—Renewable
MOTOGENFIN.NS,Real Estate—Diversified
GENCON.NS,Engineering & Construction
SELMC.NS,Apparel Manufacturing
BSLGOLDETF.NS,
NDGL.NS,Capital Markets
UNIVASTU.NS,Engineering & Construction
HECPROJECT.NS,Engineering & Construction
KAVVERITEL.NS,Communication Equipment
EDUCOMP.NS,Education & Training Services
SETF10GILT.NS,
S&SPOWER.NS,Electrical Equipment & Parts
SABTN.NS,Broadcasting
OMINFRAL.NS,Engineering & Construction
TIRUPATIFL.NS,Metal Fabrication
DRCSYSTEMS.NS,Information Technology Services
SABEVENTS.NS,Publishing
ICDSLTD.NS,Real Estate Services
THOMASCOTT.NS,Textile Manufacturing
ALPSINDUS.NS,Textile Manufacturing
SIMPLEXINF.NS,Engineering & Construction
SPMLINFRA.NS,Engineering & Construction
DNAMEDIA.NS,Publishing
SUPREMEINF.NS,Engineering & Construction
SICALLOG.NS,Integrated Freight & Logistics
HYBRIDFIN.NS,Capital Markets
GATECH.NS,Asset Management
FCONSUMER.NS,Food Distribution
SUPERSPIN.NS,Textile Manufacturing
TCLCONS.NS,Engineering & Construction
IITL.NS,Credit Services
MBECL.NS,Engineering & Construction
SUULD.NS,Apparel Retail
PODDARHOUS.NS,Real Estate—Development
SHRENIK.NS,Paper & Paper Products
ARSHIYA.NS,Integrated Freight & Logistics
SPYL.NS,Textile Manufacturing
MBLINFRA.NS,Engineering & Construction
ELECTHERM.NS,Metal Fabrication
IL&FSENGG.NS,Engineering & Construction
ANKITMETAL.NS,Steel
ZENITHSTL.NS,Steel
TPHQ.NS,Engineering & Construction
AKI.NS,
BKMINDST.NS,Packaging & Containers
ALANKIT.NS,Information Technology Services
BANG.NS,Apparel Manufacturing
IL&FSTRANS.NS,Infrastructure Operations
ANTGRAPHIC.NS,Packaging & Containers
SUMIT.NS,Real Estate—Development
REMSONSIND.NS,Auto Parts
SHYAMTEL.NS,Communication Equipment
DCMFINSERV.NS,Credit Services
CREATIVEYE.NS,Entertainment
SADBHIN.NS,Engineering & Construction
VINNY.NS,Textile Manufacturing
PRAKASHSTL.NS,Steel
GEEKAYWIRE.NS,Electrical Equipment & Parts
GLOBE.NS,Textile Manufacturing
CUBEXTUB.NS,Copper
NITCO.NS,Building Products & Equipment
MURUDCERA.NS,Building Products & Equipment
CINELINE.NS,Real Estate Services
ZEELEARN.NS,Education & Training Services
WANBURY.NS,Drug Manufacturers—Specialty & Generic
GPTINFRA.NS,Engineering & Construction
RKDL.NS,Beverages—Wineries & Distilleries
KRITIKA.NS,Steel
INDOWIND.NS,Utilities—Renewable
GOYALALUM.NS,Aluminum
MANAKCOAT.NS,Metal Fabrication
IZMO.NS,Software—Application
AAKASH.NS,Oil & Gas Equipment & Services
GOLDTECH.NS,Information Technology Services
RPPINFRA.NS,Engineering & Construction
SUNDARAM.NS,Paper & Paper Products
KCPSUGIND.NS,Confectioners
E2E.NS,Software—Infrastructure
MEGASOFT.NS,Software—Application
MUKTAARTS.NS,Entertainment
A2ZINFRA.NS,Engineering & Construction
PREMIERPOL.NS,Specialty Chemicals
RUCHINFRA.NS,Specialty Business Services
EXCEL.NS,Conglomerates
PRAENG.NS,Real Estate—Development
BYKE.NS,Lodging
SRPL.NS,Farm Products
SUVIDHAA.NS,Information Technology Services
MSPL.NS,Steel
COUNCODOS.NS,Real Estate—Development
GUJRAFFIA.NS,Materials
WEWIN.NS,Information Technology Services
NECCLTD.NS,Trucking
ZODIAC.NS,Diversified Utilities
SOMATEX.NS,Textile Manufacturing
BOHRAIND.NS,Agricultural Inputs
NORBTEAEXP.NS,Farm Products
BLUECHIP.NS,Capital Markets
NDRAUTO.NS,Auto Parts
SVPGLOB.NS,Textile Manufacturing
CROWN.NS,Rental & Leasing Services
PARSVNATH.NS,Real Estate—Development
RHFL.NS,Mortgage Finance
ROLLT.NS,Conglomerates
NOIDATOLL.NS,Infrastructure Operations
GODHA.NS,Electrical Equipment & Parts
GKWLIMITED.NS,Specialty Business Services
IMPEXFERRO.NS,Other Industrial Metals & Mining
SONAMLTD.NS,Furnishings, Fixtures & Appliances
INCREDIBLE.NS,Steel
ARVEE.NS,Specialty Chemicals
WINSOME.NS,Textile Manufacturing
PKTEA.NS,Farm Products
GLFL.NS,Shell Companies
TECHIN.NS,Real Estate—Development
MHLXMIRU.NS,Textile Manufacturing
UNIVAFOODS.NS,Shell Companies
WELINV.NS,Capital Markets
WEIZMANIND.NS,Textile Manufacturing
NAGREEKCAP.NS,Capital Markets
ABMINTLLTD.NS,Specialty Chemicals
RADAAN.NS,Entertainment
NKIND.NS,Household & Personal Products
NEXTMEDIA.NS,Broadcasting
21STCENMGM.NS,Capital Markets
LGHL.NS,Luxury Goods
MELSTAR.NS,Software—Application
MASKINVEST.NS,Capital Markets
BLUECOAST.NS,Lodging
PREMIER.NS,Specialty Industrial Machinery
SUMEETINDS.NS,Textile Manufacturing
METALFORGE.NS,Metal Fabrication
ROLTA.NS,Information Technology Services
GOENKA.NS,Luxury Goods
LAKPRE.NS,Tools & Accessories
RELCAPITAL.NS,Financial Conglomerates
RCOM.NS,Telecom Services
EASTSILK.NS,Textile Manufacturing
ORTEL.NS,Entertainment
GANGOTRI.NS,Textile Manufacturing
SPTL.NS,Auto Parts
BGLOBAL.NS,Software—Application
CMICABLES.NS,Electrical Equipment & Parts
HDIL.NS,Real Estate—Diversified
FEL.NS,Department Stores
SANWARIA.NS,Farm Products
GFSTEELS.NS,Steel
SKIL.NS,Engineering & Construction
FRETAIL.NS,Department Stores
SEJALLTD.NS,Building Products & Equipment
SETUINFRA.NS,Engineering & Construction
VISASTEEL.NS,Steel
ANSALAPI.NS,Real Estate—Development
ARSSINFRA.NS,Infrastructure Operations
GAYAPROJ.NS,Engineering & Construction
QUINTEGRA.NS,Information Technology Services
TCIFINANCE.NS,Credit Services
HINDNATGLS.NS,Packaging & Containers
RAJVIR.NS,Textile Manufacturing
SITINET.NS,Entertainment
TATACOFFEE.NS,Packaged Foods
SPENTEX.NS,Textile Manufacturing
KAUSHALYA.NS,Engineering & Construction
VISHAL.NS,Textile Manufacturing
INDLMETER.NS,Electrical Equipment & Parts
RMCL.NS,Packaging & Containers
ICICILIQ.NS,
ICICINIFTY.NS,
ICICINV20.NS,
ICICIMCAP.NS,
ICICIALPLV.NS,
ICICIGOLD.NS,
ICICI500.NS,
ICICINXT50.NS,
ICICIFMCG.NS,
ICICIBANKN.NS,
ICICINF100.NS,
ICICISENSX.NS,
ICICIM150.NS,
ICICITECH.NS,
ICICIBANKP.NS,
ICICIPHARM.NS,
ICICILOVOL.NS,
UDAICEMENT.NS,Building Materials
PUNJLLOYD.NS,Engineering & Construction
WINPRO.NS,Electronics & Computer Distribution
TCIDEVELOP.NS,Real Estate Services
LANCER.NS,
JSWISPL.NS,Steel
NOVARTIND.NS,Drug Manufacturers—Specialty & Generic
SUPPETRO.NS,Chemicals
TATASTLBSL.NS,Steel
LINCPEN.NS,Business Equipment & Supplies
RAJRAYON.NS,Textile Manufacturing
SINTEX.NS,Textile Manufacturing
EUROCERA.NS,Building Products & Equipment
MAJESCO.NS,Information Technology Services
NCPSESDL24.NS,
ORIENTREF.NS,Metal Fabrication
CADILAHC.NS,Drug Manufacturers—Specialty & Generic
EBIXFOREX.NS,Capital Markets
PHILIPCARB.NS,Specialty Chemicals
PRAXIS-RE.NS,
BRFL.NS,Textile Manufacturing
CNOVAPETRO.NS,Textile Industrial
GALLISPAT.NS,Steel & Iron
MOTHERSUMI.NS,Auto Parts
MANPASAND.NS,Beverages—Non-Alcoholic
GDL.NS,Air Delivery & Freight Services
PIONDIST.NS,Beverages—Wineries & Distilleries
JUMPNET.NS,Electronics & Computer Distribution
KARDA.NS,Real Estate—Development
PATSPINLTD.NS,Textile Industrial
KPIGLOBAL.NS,Utilities—Renewable
SRTRANSFIN.NS,Credit Services
MUKANDENGG.NS,General Contractors
ASIAN-RE.NS,
ANSALHSG.NS,Real Estate—Development
EASUNREYRL.NS,Specialty Industrial Machinery
PAEL.NS,Diversified Machinery
COX&KINGS.NS,Travel Services
KSERASERA.NS,Entertainment
COSMOFILMS.NS,Packaging & Containers
OPTOCIRCUI.NS,Medical Devices
SEPOWER.NS,Specialty Chemicals
BSELINFRA.NS,Real Estate Development
NXTDIGITAL.NS,Entertainment
METKORE.NS,Other Industrial Metals & Mining
EON.NS,Specialty Industrial Machinery
DHFL.NS,Mortgage Finance
UVSL.NS,
ANDHRACEMT.NS,Building Materials
GATI.NS,Integrated Freight & Logistics
JMTAUTOLTD.NS,Auto Parts
TWL.NS,Railroads
CHROMATIC.NS,Specialty Chemicals
CASTEXTECH.NS,Auto Parts
SYNCOM.NS,Drug Manufacturers—Specialty & Generic
SHRIRAMCIT.NS,Credit Services
KALYANI.NS,Auto & Truck Dealerships
ATLASCYCLE.NS,Leisure
BILENERGY.NS,Metal Fabrication
ZODJRDMKJ.NS,Jewelry Stores
LTI.NS,Information Technology Services
HOTELRUGBY.NS,Shell Companies
THIRUSUGAR.NS,Confectioners
RUCHI.NS,Packaged Foods
TALWALKARS.NS,Leisure
MIC.NS,Electronic Components
SUBCAPCITY.NS,N/A
BLUEBLENDS.NS,Textile Manufacturing
HEXAWARE.NS,
IRBINVIT.NS,
UNIPLY.NS,Lumber & Wood Production
DOLAT.NS,Capital Markets
ALCHEM.NS,Conglomerates
DFMFOODS.NS,Packaged Foods
PRESSMN.NS,Advertising Agencies
BARTRONICS.NS,Information Technology Services
ATNINTER.NS,Capital Markets
HATSUN-RE.NS,
GBGLOBAL.NS,Apparel Manufacturing
DHARSUGAR.NS,Confectioners
BALLARPUR.NS,Paper & Paper Products
PDPL.NS,Drug Manufacturers—Specialty & Generic
SICAGEN.NS,General Building Materials
UJAAS.NS,Solar
WELSPUNIND.NS,Textile Manufacturing
ADANITRANS.NS,Utilities—Independent Power Producers
BIRLATYRE.NS,Auto Parts
DIGJAMLTD.NS,Textile Manufacturing
ANDREWYU.NS,Farm Products
CIMMCO.NS,
KOVAI.NS,Medical Care Facilities
WATERBASE.NS,Packaged Foods
EMBASSY.NS,
KENNAMET.NS,Tools & Accessories
MEGH.NS,Agricultural Chemicals
KEERTI.NS,Education & Training Services
NIRAJISPAT.NS,
SPICEJET.NS,Airlines
GSCLCEMENT.NS,Building Materials
DAAWAT.NS,Packaged Foods
TATASTLLP.NS,Steel
JPINFRATEC.NS,Infrastructure Operations
LSIL.NS,Specialty Industrial Machinery
VICEROY.NS,Lodging
MAXVIL.NS,Packaging & Containers
SORILINFRA.NS,Conglomerates
JBFIND.NS,Textile Manufacturing
SICAL.NS,Integrated Freight & Logistics
JMCPROJECT.NS,Engineering & Construction
STAMPEDE.NS,Capital Markets
IDBIGOLD.NS,
SREINFRA.NS,Credit Services
HDFCNIFETF.NS,
SRPL-RE.NS,
SCAPDVR.NS,Capital Markets
JIKIND.NS,Furnishings, Fixtures & Appliances
GAL.NS,Steel
GRAUWEIL.NS,Specialty Chemicals
GOODYEAR.NS,Auto Parts
JVLAGRO.NS,
EQ30.NS,
TALWGYM.NS,Leisure
MINDAIND.NS,Auto Parts
UTTAMSTL.NS,Steel
CKFSL.NS,Credit Services
RNAVAL.NS,Aerospace & Defense
MODISNME.NS,Electrical Equipment & Parts
SMPL.NS,Steel
INDOSOLAR.NS,Solar
DALALSTCOM.NS,Education & Training Services
INTEGRA.NS,Apparel Manufacturing
KWALITY.NS,Packaged Foods
CEBBCO.NS,Railroads
AGCNET.NS,Software—Application
CANDC.NS,Engineering & Construction
HSIL.NS,General Building Materials
SRIPIPES.NS,Metal Fabrication
GAMMNINFRA.NS,Infrastructure Operations
SHRIRAMEPC.NS,Engineering & Construction
PROINDIA.NS,Agricultural Inputs
HDFC.NS,Mortgage Finance
PDSMFL.NS,Specialty Business Services
SEZAL.NS,Building Products & Equipment
MANGTIMBER.NS,Lumber, Wood Production
MAGMA.NS,Credit Services
SHIL.NS,Furnishings, Fixtures & Appliances
BURGERKING.NS,Restaurants
WABCOINDIA.NS,Auto Parts
HARITASEAT.NS,Auto Parts
YAARII.NS,Credit Services
ANGELBRKG.NS,Capital Markets
DIAPOWER.NS,Specialty Industrial Machinery
TMRVL.NS,Apparel Retail
GTNTEX.NS,Textile Industrial
NTL.NS,Steel
JIYAECO.NS,Specialty Chemicals
SONAMCLOCK.NS,Furnishings, Fixtures & Appliances
NITINFIRE.NS,Security & Protection Services
IIFLWAM.NS,Asset Management
MAN50ETF.NS,
MFL.NS,Chemicals
JAINSTUDIO.NS,Broadcasting
INEOSSTYRO.NS,Chemicals
SHIRPUR-G.NS,Gold
RAMSARUP.NS,Steel
AUTOLITIND.NS,Auto Parts
BHAGYAPROP.NS,Real Estate Services
KGL.NS,Farm Products
BASML-RE.NS,
LAKSHVILAS.NS,
ACRYSIL.NS,Furnishings, Fixtures & Appliances
MAHINDCIE.NS,Auto Parts
KALPATPOWR.NS,Engineering & Construction
ABMINTLTD.NS,Specialty Chemicals
CLNINDIA.NS,Specialty Chemicals
PSL.NS,Steel
ROHITFERRO.NS,Metal Fabrication
GTNIND.NS,Textile Industrial
ZICOM.NS,Security & Protection Services
KSK.NS,Utilities—Regulated Electric
NBVENTURES.NS,Conglomerates
NATNLSTEEL.NS,Steel
TECHNOFAB.NS,Engineering & Construction
REVATHI.NS,Farm & Heavy Construction Machinery
OISL.NS,Steel
JTLINFRA.NS,
DHARAMSI.NS,Chemicals
PRADIP.NS,Textile Manufacturing
ZUARIGLOB.NS,Conglomerates
CCCL.NS,Engineering & Construction
WFL.NS,Furnishings, Fixtures & Appliances
STINDIA.NS,Textile Manufacturing
EUROMULTI.NS,Solar
ARCOTECH.NS,Metal Fabrication
JINDCOT.NS,Textile Manufacturing
PVR.NS,Entertainment
EMCO.NS,Specialty Industrial Machinery
HDFCMFGETF.NS,
MINDTREE.NS,Information Technology Services
GLOBOFFS.NS,Shipping
GISOLUTION.NS,Engineering & Construction
JSLHISAR.NS,Steel
MANXT50.NS,
BINDALAGRO.NS,Asset Management
KIRLFER.NS,Metal Fabrication
FORCEMOT.NS,Auto Manufacturers
IBMFNIFTY.NS,
MOHOTAIND.NS,Textile Manufacturing
AMARAJABAT.NS,Electrical Equipment & Parts
VIVIMEDLAB.NS,Drug Manufacturers—Specialty & Generic
VIKASPROP.NS,Agricultural Inputs
SUNCLAYLTD.NS,Auto Parts
BCP.NS,Electrical Equipment & Parts
ATLANTA.NS,Infrastructure Operations
MCDHOLDING.NS,Capital Markets
MERCATOR.NS,Thermal Coal
VIKASWSP.NS,Specialty Chemicals
SATHAISPAT.NS,Steel
VIDEOIND.NS,Furnishings, Fixtures & Appliances
PBAINFRA.NS,Engineering & Construction
AJRINFRA.NS,Infrastructure Operations
ARIHANT.NS,Real Estate Development
AHLWEST.NS,Lodging
EQUITAS.NS,Credit Services
ORIENTABRA.NS,Specialty Chemicals
INOXLEISUR.NS,Entertainment
UNITY.NS,Engineering & Construction
DQE.NS,Entertainment
KSE.NS,
HDFCSENETF.NS,
BESTAGRO.NS,Agricultural Inputs
UCALFUEL.NS,Auto Parts
TANTIACONS.NS,Engineering & Construction
4THDIM.NS,Information Technology Services
PROZONINTU.NS,Real Estate—Diversified